"","phylum","cutoff","termset","term","gene","description","effectsize"
"54","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00001524","Kynurenine formamidase, bacterial (EC 3.5.1.9)",0.392850154484104
"55","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00134230","L-allo-threonine aldolase",0.934844009604722
"56","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00040232","L-beta-lysine 5,6-aminomutase alpha subunit (EC 5.4.3.3)",0.619467631115378
"57","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00047336","L-beta-lysine 5,6-aminomutase beta subunit (EC 5.4.3.3)",0.619467631115378
"58","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00020626","Leucine dehydrogenase (EC 1.4.1.9)",0.447037347534389
"59","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00003022","L-threonine 3-dehydrogenase (EC 1.1.1.103)",0.306270861394519
"60","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00134830","Lysine 2,3-aminomutase (EC 5.4.3.2)",0.43535438222264
"61","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00183535","Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)",0.402479550462233
"62","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00138249","Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)",0.503277123806229
"63","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00138403","Methylglutaconyl-CoA hydratase (EC 4.2.1.18)",0.584983774690576
"64","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00002176","Methylthioribulose-1-phosphate dehydratase (EC 4.2.1.109)",0.686855862504094
"65","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00003209","NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form",0.449572397660177
"66","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00002570","Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)",0.603698014757125
"67","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00137607","Proline racemase (EC 5.1.1.4)",0.408787515075339
"68","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00771520","Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)",0.482606833319903
"69","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00032740","Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)",0.489470907936505
"70","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00024044","Putrescine transport system permease protein PotH (TC 3.A.1.11.2)",0.556848869430538
"71","actinobacteria","med","level1","Amino Acids and Derivatives","FIG01304252","Putrescine transport system permease protein PotI (TC 3.A.1.11.2)",0.581027010364
"72","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00021407","(R)-citramalate synthase (EC 2.3.1.182)",0.426727570253126
"73","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00004037","Spermidine Putrescine ABC transporter permease component PotB (TC 3.A.1.11.1)",0.505370710135303
"74","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00003894","Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)",0.454154965675829
"75","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00133228","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)",0.319034772513845
"76","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00133276","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)",0.297914255035174
"77","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00053044","Threonine dehydrogenase and related Zn-dependent dehydrogenases",0.299461371645235
"78","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00001622","Tryptophan 2,3-dioxygenase (EC 1.13.11.11)",0.445903387462038
"79","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00229247","Urea carboxylase (EC 6.3.4.6)",0.395744356628612
"80","actinobacteria","med","level1","Amino Acids and Derivatives","FIG00022146","Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)",0.455877083373042
"81","actinobacteria","med","level1","Carbohydrates","FIG00133209","2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)",0.300677664270668
"82","actinobacteria","med","level1","Carbohydrates","FIG00132557","2-keto-3-deoxy-L-fuconate dehydrogenase",0.389710937681263
"83","actinobacteria","med","level1","Carbohydrates","FIG00001882","6-phospho-beta-glucosidase (EC 3.2.1.86)",0.327523933693103
"84","actinobacteria","med","level1","Carbohydrates","FIG01347644","Acetate permease ActP (cation/acetate symporter)",0.719989575653741
"85","actinobacteria","med","level1","Carbohydrates","FIG01955910","Acetyl xylan esterase (EC 3.1.1.41)",0.371694224512338
"86","actinobacteria","med","level1","Carbohydrates","FIG00135025","Aldose 1-epimerase (EC 5.1.3.3)",0.349155451868964
"87","actinobacteria","med","level1","Carbohydrates","FIG00038343","Alfa-L-rhamnosidase (EC 3.2.1.40)",0.344109624329907
"88","actinobacteria","med","level1","Carbohydrates","FIG00002020","Alpha-galactosidase (EC 3.2.1.22)",0.33049171084138
"89","actinobacteria","med","level1","Carbohydrates","FIG00017518","Alpha-L-arabinofuranosidase II precursor (EC 3.2.1.55)",0.535493292819218
"90","actinobacteria","med","level1","Carbohydrates","FIG00038920","Alpha-L-fucosidase (EC 3.2.1.51)",0.334374639170175
"91","actinobacteria","med","level1","Carbohydrates","FIG00007157","Alpha-N-arabinofuranosidase (EC 3.2.1.55)",0.427465297370902
"92","actinobacteria","med","level1","Carbohydrates","FIG00003174","Alpha-xylosidase (EC 3.2.1.-)",0.375731026478614
"93","actinobacteria","med","level1","Carbohydrates","FIG00007414","AscBF operon repressor",2.61018484326425
"94","actinobacteria","med","level1","Carbohydrates","FIG00004321","B12 binding domain of Methylmalonyl-CoA mutase (EC 5.4.99.2)",0.490115008441654
"95","actinobacteria","med","level1","Carbohydrates","FIG00138182","Beta-mannosidase (EC 3.2.1.25)",0.444291061041413
"96","actinobacteria","med","level1","Carbohydrates","FIG00003086","Beta-xylosidase (EC 3.2.1.37)",0.345162870332612
"97","actinobacteria","med","level1","Carbohydrates","FIG00009149","Butyryl-CoA dehydrogenase (EC 1.3.99.2)",0.376327023680539
"98","actinobacteria","med","level1","Carbohydrates","FIG00001347","Chitinase (EC 3.2.1.14)",0.377220897850927
"99","actinobacteria","med","level1","Carbohydrates","FIG00004885","Chitodextrinase precursor (EC 3.2.1.14)",0.563825927341824
"100","actinobacteria","med","level1","Carbohydrates","FIG01423360","COG2152 predicted glycoside hydrolase",0.548472524948823
"101","actinobacteria","med","level1","Carbohydrates","FIG00516442","Endoglucanase (EC 3.2.1.4)",0.505886632579293
"102","actinobacteria","med","level1","Carbohydrates","FIG00018084","F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase (EC 1.5.99.11)",0.53185956792645
"103","actinobacteria","med","level1","Carbohydrates","FIG01029714","Fructose ABC transporter, ATP-binding component FrcA",0.43881117070023
"104","actinobacteria","med","level1","Carbohydrates","FIG00091179","Fructose ABC transporter, permease component FrcC",0.362261886391944
"105","actinobacteria","med","level1","Carbohydrates","FIG00126855","Fructose ABC transporter, substrate-binding component FrcB",0.386195993776613
"106","actinobacteria","med","level1","Carbohydrates","FIG00012589","Glucoamylase (EC 3.2.1.3)",0.48494831620993
"107","actinobacteria","med","level1","Carbohydrates","FIG00946436","Gluconate transporter family protein",0.285254128430839
"108","actinobacteria","med","level1","Carbohydrates","FIG00127296","Gluconolactonase (EC 3.1.1.17)",0.369411897890252
"109","actinobacteria","med","level1","Carbohydrates","FIG00137522","Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)",0.487692906402192
"110","actinobacteria","med","level1","Carbohydrates","FIG00009828","Glucose 1-dehydrogenase (EC 1.1.1.47)",0.324545653909784
"111","actinobacteria","med","level1","Carbohydrates","FIG00027233","Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)",0.337805716581486
"112","actinobacteria","med","level1","Carbohydrates","FIG00011450","High-affinity gluconate transporter GntT",1.18778889372617
"113","actinobacteria","med","level1","Carbohydrates","FIG00008562","Inositol transport system permease protein",0.316040165777552
"114","actinobacteria","med","level1","Carbohydrates","FIG00003299","L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)",0.351598913976483
"115","actinobacteria","med","level1","Carbohydrates","FIG00002117","L-arabinose isomerase (EC 5.3.1.4)",0.306782329129508
"116","actinobacteria","med","level1","Carbohydrates","FIG00003757","L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)",0.384481954477815
"117","actinobacteria","med","level1","Carbohydrates","FIG00004109","L-arabinose transport system permease protein (TC 3.A.1.2.2)",0.38077261319889
"118","actinobacteria","med","level1","Carbohydrates","FIG00014618","L-fuconate dehydratase (EC 4.2.1.68)",0.306622368954285
"119","actinobacteria","med","level1","Carbohydrates","FIG00002801","L-fuconolactone hydrolase",0.352691687691502
"120","actinobacteria","med","level1","Carbohydrates","FIG00001862","L-rhamnose mutarotase",0.408042676014685
"121","actinobacteria","med","level1","Carbohydrates","FIG00001217","Malate synthase (EC 2.3.3.9)",0.315769255921314
"122","actinobacteria","med","level1","Carbohydrates","FIG00183535","Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)",0.402479550462233
"123","actinobacteria","med","level1","Carbohydrates","FIG00138249","Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)",0.503277123806229
"124","actinobacteria","med","level1","Carbohydrates","FIG00000927","Methylmalonyl-CoA mutase (EC 5.4.99.2)",0.538251985940198
"125","actinobacteria","med","level1","Carbohydrates","FIG00110521","Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon",0.428265554603777
"126","actinobacteria","med","level1","Carbohydrates","FIG00007586","Multiple sugar ABC transporter, membrane-spanning permease protein MsmF",0.270287515349436
"127","actinobacteria","med","level1","Carbohydrates","FIG00043259","Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)",0.332873448113724
"128","actinobacteria","med","level1","Carbohydrates","FIG01583289","Myo-inositol 2-dehydrogenase (EC 1.1.1.18)",0.282882647589802
"129","actinobacteria","med","level1","Carbohydrates","FIG00001672","N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)",0.557445978635716
"130","actinobacteria","med","level1","Carbohydrates","FIG00004308","N-acetylglucosamine related transporter, NagX",1.61303112545735
"131","actinobacteria","med","level1","Carbohydrates","FIG00000835","NAD-dependent malic enzyme (EC 1.1.1.38)",0.465133814213191
"132","actinobacteria","med","level1","Carbohydrates","FIG00001350","Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)",0.516201373999655
"133","actinobacteria","med","level1","Carbohydrates","FIG00445780","Oxidoreductase, short chain dehydrogenase/reductase family",0.304533100455096
"134","actinobacteria","med","level1","Carbohydrates","FIG00905834","Pectate lyase precursor (EC 4.2.2.2)",0.549464823300794
"135","actinobacteria","med","level1","Carbohydrates","FIG00137170","Phospho-di-inositol-1-phosphate synthase (EC 2.7.8.-)",1.18608953698185
"136","actinobacteria","med","level1","Carbohydrates","FIG00089781","Possible alpha-xyloside ABC transporter, permease component",0.433929277938013
"137","actinobacteria","med","level1","Carbohydrates","FIG00025734","Predicted L-rhamnose ABC transporter, substrate-binding component",0.311382146240057
"138","actinobacteria","med","level1","Carbohydrates","FIG00023678","Predicted L-rhamnose ABC transporter, transmembrane component 1",0.343208395745311
"139","actinobacteria","med","level1","Carbohydrates","FIG00051266","Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)",0.534595095914354
"140","actinobacteria","med","level1","Carbohydrates","FIG00135546","Predicted rhamnogalacturonan lyase in rhamnose utilization cluster",0.447851851996647
"141","actinobacteria","med","level1","Carbohydrates","FIG00059266","Predicted rhamnose oligosaccharide ABC transport system, permease component",0.427797451805777
"142","actinobacteria","med","level1","Carbohydrates","FIG00052867","Predicted rhamnose oligosaccharide ABC transport system, permease component 2",0.46078231436465
"143","actinobacteria","med","level1","Carbohydrates","FIG00054694","Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component",0.692706028518409
"144","actinobacteria","med","level1","Carbohydrates","FIG00047993","Protein acetyltransferase",0.296684954810634
"145","actinobacteria","med","level1","Carbohydrates","FIG00038436","Putative oxidoreductase YcjS (EC 1.-.-.-), NADH-binding",1.31796537574502
"146","actinobacteria","med","level1","Carbohydrates","FIG00016888","rhamnogalacturonan acetylesterase",0.614342789517562
"147","actinobacteria","med","level1","Carbohydrates","FIG00018457","Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)",0.294722031285707
"148","actinobacteria","med","level1","Carbohydrates","FIG00024226","Ribose operon repressor",0.294198203096715
"149","actinobacteria","med","level1","Carbohydrates","FIG00104738","RuBisCO operon transcriptional regulator CbbR",2.53196768040726
"150","actinobacteria","med","level1","Carbohydrates","FIG00133228","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)",0.319034772513845
"151","actinobacteria","med","level1","Carbohydrates","FIG00133276","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)",0.297914255035174
"152","actinobacteria","med","level1","Carbohydrates","FIG00892287","Sucrose-6-phosphate hydrolase (EC 3.2.1.26)",1.27026984289134
"153","actinobacteria","med","level1","Carbohydrates","FIG01956032","Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)",0.405547742999667
"154","actinobacteria","med","level1","Carbohydrates","FIG00023208","Transcriptional regulator of rhamnose utilization, LacI family",0.332494473801684
"155","actinobacteria","med","level1","Carbohydrates","FIG00111267","Trehalase (EC 3.2.1.28)",0.739816174217446
"156","actinobacteria","med","level1","Carbohydrates","FIG00018530","Xylose ABC transporter, periplasmic xylose-binding protein XylF",0.357220522462113
"157","actinobacteria","med","level1","Carbohydrates","FIG00019456","Xylose isomerase (EC 5.3.1.5)",0.417212541730491
"158","actinobacteria","med","level1","Carbohydrates","FIG00092279","Xylose-responsive transcription regulator, ROK family",0.374892771093295
"159","actinobacteria","med","level1","Sulfur Metabolism","FIG00113730","Alkanesulfonate monooxygenase (EC 1.14.14.5)",0.47155024515423
"160","actinobacteria","med","level1","Sulfur Metabolism","FIG00138354","Alkanesulfonates transport system permease protein",0.270481927076801
"161","actinobacteria","med","level1","Sulfur Metabolism","FIG01258694","Alkyl hydroperoxide reductase subunit C-like protein",0.345490803831602
"162","actinobacteria","med","level1","Sulfur Metabolism","FIG00002020","Alpha-galactosidase (EC 3.2.1.22)",0.33049171084138
"163","actinobacteria","med","level1","Sulfur Metabolism","FIG00133767","Alpha-galactosidase precursor (EC 3.2.1.22)",0.511400445184079
"164","actinobacteria","med","level1","Sulfur Metabolism","FIG00001391","Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)",0.331116997068491
"165","actinobacteria","med","level1","Sulfur Metabolism","FIG00340870","Galactocerebrosidase precursor (EC 3.2.1.46)",0.55386832595831
"166","actinobacteria","med","level1","Sulfur Metabolism","FIG00005992","Gamma-glutamyltranspeptidase (EC 2.3.2.2)",0.425554121680619
"167","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00001109","4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)",0.353026001582122
"168","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00002495","Acetaldehyde dehydrogenase, acetylating, (EC 1.2.1.10) in gene cluster for degradation of phenols, cresols, catechol",0.377992734135747
"169","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00007171","Catechol 1,2-dioxygenase 1 (EC 1.13.11.1)",0.37768710000774
"170","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00005527","Catechol 2,3-dioxygenase (EC 1.13.11.2)",0.303142648367988
"171","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00001596","Fumarylacetoacetase (EC 3.7.1.2)",0.582271988991907
"172","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00015188","Gentisate 1,2-dioxygenase (EC 1.13.11.4)",0.32816899237203
"173","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00001172","Homogentisate 1,2-dioxygenase (EC 1.13.11.5)",0.601320631364495
"174","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00000941","Isoquinoline 1-oxidoreductase alpha subunit (EC 1.3.99.16)",0.51400180540679
"175","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00000940","Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)",0.512223033749824
"176","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00003610","Putative n-hydroxybenzoate hydroxylase",0.327579198338547
"177","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00133228","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)",0.319034772513845
"178","actinobacteria","med","level2","Metabolism of central aromatic intermediates","FIG00133276","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)",0.297914255035174
"179","actinobacteria","med","level2","Monosaccharides","FIG00133209","2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)",0.300677664270668
"180","actinobacteria","med","level2","Monosaccharides","FIG00132557","2-keto-3-deoxy-L-fuconate dehydrogenase",0.389710937681263
"181","actinobacteria","med","level2","Monosaccharides","FIG01955910","Acetyl xylan esterase (EC 3.1.1.41)",0.371694224512338
"182","actinobacteria","med","level2","Monosaccharides","FIG00038343","Alfa-L-rhamnosidase (EC 3.2.1.40)",0.344109624329907
"183","actinobacteria","med","level2","Monosaccharides","FIG00017518","Alpha-L-arabinofuranosidase II precursor (EC 3.2.1.55)",0.535493292819218
"184","actinobacteria","med","level2","Monosaccharides","FIG00038920","Alpha-L-fucosidase (EC 3.2.1.51)",0.334374639170175
"185","actinobacteria","med","level2","Monosaccharides","FIG00007157","Alpha-N-arabinofuranosidase (EC 3.2.1.55)",0.427465297370902
"186","actinobacteria","med","level2","Monosaccharides","FIG00003174","Alpha-xylosidase (EC 3.2.1.-)",0.375731026478614
"187","actinobacteria","med","level2","Monosaccharides","FIG00138182","Beta-mannosidase (EC 3.2.1.25)",0.444291061041413
"188","actinobacteria","med","level2","Monosaccharides","FIG00003086","Beta-xylosidase (EC 3.2.1.37)",0.345162870332612
"189","actinobacteria","med","level2","Monosaccharides","FIG00516442","Endoglucanase (EC 3.2.1.4)",0.505886632579293
"190","actinobacteria","med","level2","Monosaccharides","FIG01029714","Fructose ABC transporter, ATP-binding component FrcA",0.43881117070023
"191","actinobacteria","med","level2","Monosaccharides","FIG00091179","Fructose ABC transporter, permease component FrcC",0.362261886391944
"192","actinobacteria","med","level2","Monosaccharides","FIG00126855","Fructose ABC transporter, substrate-binding component FrcB",0.386195993776613
"193","actinobacteria","med","level2","Monosaccharides","FIG00946436","Gluconate transporter family protein",0.285254128430839
"194","actinobacteria","med","level2","Monosaccharides","FIG00009828","Glucose 1-dehydrogenase (EC 1.1.1.47)",0.324545653909784
"195","actinobacteria","med","level2","Monosaccharides","FIG00011450","High-affinity gluconate transporter GntT",1.18778889372617
"196","actinobacteria","med","level2","Monosaccharides","FIG00003299","L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)",0.351598913976483
"197","actinobacteria","med","level2","Monosaccharides","FIG00002117","L-arabinose isomerase (EC 5.3.1.4)",0.306782329129508
"198","actinobacteria","med","level2","Monosaccharides","FIG00003757","L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)",0.384481954477815
"199","actinobacteria","med","level2","Monosaccharides","FIG00004109","L-arabinose transport system permease protein (TC 3.A.1.2.2)",0.38077261319889
"200","actinobacteria","med","level2","Monosaccharides","FIG00014618","L-fuconate dehydratase (EC 4.2.1.68)",0.306622368954285
"201","actinobacteria","med","level2","Monosaccharides","FIG00002801","L-fuconolactone hydrolase",0.352691687691502
"202","actinobacteria","med","level2","Monosaccharides","FIG00001862","L-rhamnose mutarotase",0.408042676014685
"203","actinobacteria","med","level2","Monosaccharides","FIG00905834","Pectate lyase precursor (EC 4.2.2.2)",0.549464823300794
"204","actinobacteria","med","level2","Monosaccharides","FIG00089781","Possible alpha-xyloside ABC transporter, permease component",0.433929277938013
"205","actinobacteria","med","level2","Monosaccharides","FIG00025734","Predicted L-rhamnose ABC transporter, substrate-binding component",0.311382146240057
"206","actinobacteria","med","level2","Monosaccharides","FIG00023678","Predicted L-rhamnose ABC transporter, transmembrane component 1",0.343208395745311
