"","phylum","cutoff","termset","term","gene","description","effectsize"
"62","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00002360","4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)",0.409181141510792
"63","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00183535","Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)",0.402479550462233
"64","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00229247","Urea carboxylase (EC 6.3.4.6)",0.395744356628612
"65","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00001524","Kynurenine formamidase, bacterial (EC 3.5.1.9)",0.392850154484104
"66","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00052802","Agmatinase (EC 3.5.3.11)",0.382588929306737
"67","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00001109","4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)",0.353026001582122
"68","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00009017","Isochorismatase (EC 3.3.2.1)",0.345755785871761
"69","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00003792","Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)",0.344394361184879
"70","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00055130","Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)",0.323592662117914
"71","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00133228","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)",0.319034772513845
"72","actinobacteria","strong","level1","Amino Acids and Derivatives","FIG00133276","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)",0.297914255035174
"73","actinobacteria","strong","level1","Carbohydrates","FIG00007414","AscBF operon repressor",2.61018484326425
"74","actinobacteria","strong","level1","Carbohydrates","FIG00104738","RuBisCO operon transcriptional regulator CbbR",2.53196768040726
"75","actinobacteria","strong","level1","Carbohydrates","FIG00892287","Sucrose-6-phosphate hydrolase (EC 3.2.1.26)",1.27026984289134
"76","actinobacteria","strong","level1","Carbohydrates","FIG00137170","Phospho-di-inositol-1-phosphate synthase (EC 2.7.8.-)",1.18608953698185
"77","actinobacteria","strong","level1","Carbohydrates","FIG00111267","Trehalase (EC 3.2.1.28)",0.739816174217446
"78","actinobacteria","strong","level1","Carbohydrates","FIG01347644","Acetate permease ActP (cation/acetate symporter)",0.719989575653741
"79","actinobacteria","strong","level1","Carbohydrates","FIG00054694","Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component",0.692706028518409
"80","actinobacteria","strong","level1","Carbohydrates","FIG00016888","rhamnogalacturonan acetylesterase",0.614342789517562
"81","actinobacteria","strong","level1","Carbohydrates","FIG00004885","Chitodextrinase precursor (EC 3.2.1.14)",0.563825927341824
"82","actinobacteria","strong","level1","Carbohydrates","FIG00001672","N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)",0.557445978635716
"83","actinobacteria","strong","level1","Carbohydrates","FIG00905834","Pectate lyase precursor (EC 4.2.2.2)",0.549464823300794
"84","actinobacteria","strong","level1","Carbohydrates","FIG01423360","COG2152 predicted glycoside hydrolase",0.548472524948823
"85","actinobacteria","strong","level1","Carbohydrates","FIG00000927","Methylmalonyl-CoA mutase (EC 5.4.99.2)",0.538251985940198
"86","actinobacteria","strong","level1","Carbohydrates","FIG00017518","Alpha-L-arabinofuranosidase II precursor (EC 3.2.1.55)",0.535493292819218
"87","actinobacteria","strong","level1","Carbohydrates","FIG00051266","Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)",0.534595095914354
"88","actinobacteria","strong","level1","Carbohydrates","FIG00018084","F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase (EC 1.5.99.11)",0.53185956792645
"89","actinobacteria","strong","level1","Carbohydrates","FIG00001350","Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)",0.516201373999655
"90","actinobacteria","strong","level1","Carbohydrates","FIG00138249","Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)",0.503277123806229
"91","actinobacteria","strong","level1","Carbohydrates","FIG00004321","B12 binding domain of Methylmalonyl-CoA mutase (EC 5.4.99.2)",0.490115008441654
"92","actinobacteria","strong","level1","Carbohydrates","FIG00137522","Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)",0.487692906402192
"93","actinobacteria","strong","level1","Carbohydrates","FIG00012589","Glucoamylase (EC 3.2.1.3)",0.48494831620993
"94","actinobacteria","strong","level1","Carbohydrates","FIG00000835","NAD-dependent malic enzyme (EC 1.1.1.38)",0.465133814213191
"95","actinobacteria","strong","level1","Carbohydrates","FIG00052867","Predicted rhamnose oligosaccharide ABC transport system, permease component 2",0.46078231436465
"96","actinobacteria","strong","level1","Carbohydrates","FIG00135546","Predicted rhamnogalacturonan lyase in rhamnose utilization cluster",0.447851851996647
"97","actinobacteria","strong","level1","Carbohydrates","FIG00138182","Beta-mannosidase (EC 3.2.1.25)",0.444291061041413
"98","actinobacteria","strong","level1","Carbohydrates","FIG01029714","Fructose ABC transporter, ATP-binding component FrcA",0.43881117070023
"99","actinobacteria","strong","level1","Carbohydrates","FIG00089781","Possible alpha-xyloside ABC transporter, permease component",0.433929277938013
"100","actinobacteria","strong","level1","Carbohydrates","FIG00110521","Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon",0.428265554603777
"101","actinobacteria","strong","level1","Carbohydrates","FIG00059266","Predicted rhamnose oligosaccharide ABC transport system, permease component",0.427797451805777
"102","actinobacteria","strong","level1","Carbohydrates","FIG00007157","Alpha-N-arabinofuranosidase (EC 3.2.1.55)",0.427465297370902
"103","actinobacteria","strong","level1","Carbohydrates","FIG00019456","Xylose isomerase (EC 5.3.1.5)",0.417212541730491
"104","actinobacteria","strong","level1","Carbohydrates","FIG00001862","L-rhamnose mutarotase",0.408042676014685
"105","actinobacteria","strong","level1","Carbohydrates","FIG01956032","Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)",0.405547742999667
"106","actinobacteria","strong","level1","Carbohydrates","FIG00183535","Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)",0.402479550462233
"107","actinobacteria","strong","level1","Carbohydrates","FIG00132557","2-keto-3-deoxy-L-fuconate dehydrogenase",0.389710937681263
"108","actinobacteria","strong","level1","Carbohydrates","FIG00126855","Fructose ABC transporter, substrate-binding component FrcB",0.386195993776613
"109","actinobacteria","strong","level1","Carbohydrates","FIG00003757","L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)",0.384481954477815
"110","actinobacteria","strong","level1","Carbohydrates","FIG00004109","L-arabinose transport system permease protein (TC 3.A.1.2.2)",0.38077261319889
"111","actinobacteria","strong","level1","Carbohydrates","FIG00001347","Chitinase (EC 3.2.1.14)",0.377220897850927
"112","actinobacteria","strong","level1","Carbohydrates","FIG00003174","Alpha-xylosidase (EC 3.2.1.-)",0.375731026478614
"113","actinobacteria","strong","level1","Carbohydrates","FIG00092279","Xylose-responsive transcription regulator, ROK family",0.374892771093295
"114","actinobacteria","strong","level1","Carbohydrates","FIG01955910","Acetyl xylan esterase (EC 3.1.1.41)",0.371694224512338
"115","actinobacteria","strong","level1","Carbohydrates","FIG00127296","Gluconolactonase (EC 3.1.1.17)",0.369411897890252
"116","actinobacteria","strong","level1","Carbohydrates","FIG00018530","Xylose ABC transporter, periplasmic xylose-binding protein XylF",0.357220522462113
"117","actinobacteria","strong","level1","Carbohydrates","FIG00002801","L-fuconolactone hydrolase",0.352691687691502
"118","actinobacteria","strong","level1","Carbohydrates","FIG00003299","L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)",0.351598913976483
"119","actinobacteria","strong","level1","Carbohydrates","FIG00135025","Aldose 1-epimerase (EC 5.1.3.3)",0.349155451868964
"120","actinobacteria","strong","level1","Carbohydrates","FIG00003086","Beta-xylosidase (EC 3.2.1.37)",0.345162870332612
"121","actinobacteria","strong","level1","Carbohydrates","FIG00038343","Alfa-L-rhamnosidase (EC 3.2.1.40)",0.344109624329907
"122","actinobacteria","strong","level1","Carbohydrates","FIG00023678","Predicted L-rhamnose ABC transporter, transmembrane component 1",0.343208395745311
"123","actinobacteria","strong","level1","Carbohydrates","FIG00043259","Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)",0.332873448113724
"124","actinobacteria","strong","level1","Carbohydrates","FIG00023208","Transcriptional regulator of rhamnose utilization, LacI family",0.332494473801684
"125","actinobacteria","strong","level1","Carbohydrates","FIG00002020","Alpha-galactosidase (EC 3.2.1.22)",0.33049171084138
"126","actinobacteria","strong","level1","Carbohydrates","FIG00001882","6-phospho-beta-glucosidase (EC 3.2.1.86)",0.327523933693103
"127","actinobacteria","strong","level1","Carbohydrates","FIG00133228","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)",0.319034772513845
"128","actinobacteria","strong","level1","Carbohydrates","FIG00008562","Inositol transport system permease protein",0.316040165777552
"129","actinobacteria","strong","level1","Carbohydrates","FIG00002117","L-arabinose isomerase (EC 5.3.1.4)",0.306782329129508
"130","actinobacteria","strong","level1","Carbohydrates","FIG00133276","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)",0.297914255035174
"131","actinobacteria","strong","level2","Aminosugars","FIG00004885","Chitodextrinase precursor (EC 3.2.1.14)",0.563825927341824
"132","actinobacteria","strong","level2","Aminosugars","FIG00001672","N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)",0.557445978635716
"133","actinobacteria","strong","level2","Aminosugars","FIG00051266","Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)",0.534595095914354
"134","actinobacteria","strong","level2","Aminosugars","FIG00137522","Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)",0.487692906402192
"135","actinobacteria","strong","level2","Aminosugars","FIG01956032","Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)",0.405547742999667
"136","actinobacteria","strong","level2","Aminosugars","FIG00001347","Chitinase (EC 3.2.1.14)",0.377220897850927
"137","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00003542","Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30)",0.586682480685726
"138","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG01304252","Putrescine transport system permease protein PotI (TC 3.A.1.11.2)",0.581027010364
"139","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00043720","Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)",0.561285576224862
"140","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00024044","Putrescine transport system permease protein PotH (TC 3.A.1.11.2)",0.556848869430538
"141","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00005022","ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)",0.55294702301909
"142","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00004037","Spermidine Putrescine ABC transporter permease component PotB (TC 3.A.1.11.1)",0.505370710135303
"143","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00032740","Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)",0.489470907936505
"144","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00771520","Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)",0.482606833319903
"145","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00022146","Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)",0.455877083373042
"146","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00003894","Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)",0.454154965675829
"147","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00002360","4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)",0.409181141510792
"148","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00229247","Urea carboxylase (EC 6.3.4.6)",0.395744356628612
"149","actinobacteria","strong","level2","Arginine; urea cycle, polyamines","FIG00052802","Agmatinase (EC 3.5.3.11)",0.382588929306737
"150","actinobacteria","strong","level2","Branched-chain amino acids","FIG00138403","Methylglutaconyl-CoA hydratase (EC 4.2.1.18)",0.584983774690576
"151","actinobacteria","strong","level2","Branched-chain amino acids","FIG00138249","Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)",0.503277123806229
"152","actinobacteria","strong","level2","Branched-chain amino acids","FIG00000963","Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)",0.50185521214906
"153","actinobacteria","strong","level2","Branched-chain amino acids","FIG00020626","Leucine dehydrogenase (EC 1.4.1.9)",0.447037347534389
"154","actinobacteria","strong","level2","Branched-chain amino acids","FIG00021407","(R)-citramalate synthase (EC 2.3.1.182)",0.426727570253126
"155","actinobacteria","strong","level2","Branched-chain amino acids","FIG00183535","Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)",0.402479550462233
"156","actinobacteria","strong","level2","Branched-chain amino acids","FIG00055130","Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)",0.323592662117914
"157","actinobacteria","strong","level2","Branched-chain amino acids","FIG00133228","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)",0.319034772513845
"158","actinobacteria","strong","level2","Branched-chain amino acids","FIG00133276","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)",0.297914255035174
"159","actinobacteria","strong","level2","Catabolism of an unknown compound","FIG00143561","Glutamine synthetase family protein in hypothetical Actinobacterial gene cluster",0.616327705646414
"160","actinobacteria","strong","level2","Catabolism of an unknown compound","FIG00146356","Aldehyde dehydrogenase in hypothetical Actinobacterial gene cluster",0.540723468378235
"161","actinobacteria","strong","level2","Catabolism of an unknown compound","FIG00023196","Short-chain dehydrogenase/reductase in hypothetical Actinobacterial gene cluster",0.527660930849299
"162","actinobacteria","strong","level2","Catabolism of an unknown compound","FIG00069016","Transcriptional regulator, GntR family, in hypothetical Actinobacterial gene cluster",0.45818475461341
"163","actinobacteria","strong","level2","Catabolism of an unknown compound","FIG00146363","COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster",0.367244998276568
"164","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00001172","Homogentisate 1,2-dioxygenase (EC 1.13.11.5)",0.601320631364495
"165","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00001596","Fumarylacetoacetase (EC 3.7.1.2)",0.582271988991907
"166","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00000941","Isoquinoline 1-oxidoreductase alpha subunit (EC 1.3.99.16)",0.51400180540679
"167","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00000940","Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)",0.512223033749824
"168","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00002495","Acetaldehyde dehydrogenase, acetylating, (EC 1.2.1.10) in gene cluster for degradation of phenols, cresols, catechol",0.377992734135747
"169","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00007171","Catechol 1,2-dioxygenase 1 (EC 1.13.11.1)",0.37768710000774
"170","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00001109","4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)",0.353026001582122
"171","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00133228","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)",0.319034772513845
"172","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00005527","Catechol 2,3-dioxygenase (EC 1.13.11.2)",0.303142648367988
"173","actinobacteria","strong","level2","Metabolism of central aromatic intermediates","FIG00133276","Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)",0.297914255035174
"174","actinobacteria","strong","level2","Monosaccharides","FIG00054694","Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component",0.692706028518409
"175","actinobacteria","strong","level2","Monosaccharides","FIG00016888","rhamnogalacturonan acetylesterase",0.614342789517562
"176","actinobacteria","strong","level2","Monosaccharides","FIG00905834","Pectate lyase precursor (EC 4.2.2.2)",0.549464823300794
"177","actinobacteria","strong","level2","Monosaccharides","FIG00017518","Alpha-L-arabinofuranosidase II precursor (EC 3.2.1.55)",0.535493292819218
"178","actinobacteria","strong","level2","Monosaccharides","FIG00052867","Predicted rhamnose oligosaccharide ABC transport system, permease component 2",0.46078231436465
"179","actinobacteria","strong","level2","Monosaccharides","FIG00135546","Predicted rhamnogalacturonan lyase in rhamnose utilization cluster",0.447851851996647
"180","actinobacteria","strong","level2","Monosaccharides","FIG00138182","Beta-mannosidase (EC 3.2.1.25)",0.444291061041413
"181","actinobacteria","strong","level2","Monosaccharides","FIG01029714","Fructose ABC transporter, ATP-binding component FrcA",0.43881117070023
"182","actinobacteria","strong","level2","Monosaccharides","FIG00089781","Possible alpha-xyloside ABC transporter, permease component",0.433929277938013
"183","actinobacteria","strong","level2","Monosaccharides","FIG00059266","Predicted rhamnose oligosaccharide ABC transport system, permease component",0.427797451805777
"184","actinobacteria","strong","level2","Monosaccharides","FIG00007157","Alpha-N-arabinofuranosidase (EC 3.2.1.55)",0.427465297370902
"185","actinobacteria","strong","level2","Monosaccharides","FIG00019456","Xylose isomerase (EC 5.3.1.5)",0.417212541730491
"186","actinobacteria","strong","level2","Monosaccharides","FIG00001862","L-rhamnose mutarotase",0.408042676014685
"187","actinobacteria","strong","level2","Monosaccharides","FIG01956032","Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)",0.405547742999667
"188","actinobacteria","strong","level2","Monosaccharides","FIG00132557","2-keto-3-deoxy-L-fuconate dehydrogenase",0.389710937681263
"189","actinobacteria","strong","level2","Monosaccharides","FIG00126855","Fructose ABC transporter, substrate-binding component FrcB",0.386195993776613
"190","actinobacteria","strong","level2","Monosaccharides","FIG00003757","L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)",0.384481954477815
"191","actinobacteria","strong","level2","Monosaccharides","FIG00004109","L-arabinose transport system permease protein (TC 3.A.1.2.2)",0.38077261319889
"192","actinobacteria","strong","level2","Monosaccharides","FIG00003174","Alpha-xylosidase (EC 3.2.1.-)",0.375731026478614
"193","actinobacteria","strong","level2","Monosaccharides","FIG00092279","Xylose-responsive transcription regulator, ROK family",0.374892771093295
"194","actinobacteria","strong","level2","Monosaccharides","FIG01955910","Acetyl xylan esterase (EC 3.1.1.41)",0.371694224512338
"195","actinobacteria","strong","level2","Monosaccharides","FIG00018530","Xylose ABC transporter, periplasmic xylose-binding protein XylF",0.357220522462113
"196","actinobacteria","strong","level2","Monosaccharides","FIG00002801","L-fuconolactone hydrolase",0.352691687691502
"197","actinobacteria","strong","level2","Monosaccharides","FIG00003299","L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)",0.351598913976483
"198","actinobacteria","strong","level2","Monosaccharides","FIG00003086","Beta-xylosidase (EC 3.2.1.37)",0.345162870332612
