"","phylum","cutoff","termset","term","gene","description","effectsize"
"23","actinobacteria","med","level1","Carbohydrates","FIG01591039","Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon",0.135424185744616
"24","actinobacteria","med","level1","Carbohydrates","FIG01305829","N-Acetyl-D-glucosamine permease 2, possible",0.146078004097902
"25","actinobacteria","med","level1","Carbohydrates","FIG00002177","N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family",0.0519862456430917
"26","actinobacteria","med","level1","Carbohydrates","FIG00001904","Outer surface protein of unknown function, cellobiose operon",0.136666876255259
"27","actinobacteria","med","level1","Carbohydrates","FIG00062548","Predicted beta-glucoside-regulated ABC transport system, permease component 1, COG1175",0.174433012482925
"28","actinobacteria","med","level1","Carbohydrates","FIG00066026","Predicted beta-glucoside-regulated ABC transport system, sugar binding component, COG1653",0.157305632219457
"29","actinobacteria","med","level1","Carbohydrates","FIG00149107","Predicted galacto-N-biose-/lacto-N-biose I ABC transporter, periplasmic substrate-binding protein",0.0627884810531687
"30","actinobacteria","med","level1","Carbohydrates","FIG00088103","Predicted galacto-N-biose-/lacto-N-biose I ABC transporter, permease component 1",0.0617065834965766
"31","actinobacteria","med","level1","Carbohydrates","FIG00105281","Predicted galacto-N-biose-/lacto-N-biose I ABC transporter, permease component 2",0.0619226497139956
"32","actinobacteria","med","level1","Carbohydrates","FIG00139819","Predicted L-arabinose ABC transport system, periplasmic arabinose-binding protein",0.232277953549747
"33","actinobacteria","med","level1","Carbohydrates","FIG01257822","PTS system, diacetylchitobiose-specific IIB component (EC 2.7.1.69)",0.676512490694482
"34","actinobacteria","med","level1","Carbohydrates","FIG00001331","PTS system, galactitol-specific IIA component (EC 2.7.1.69)",0.137618306735266
"35","actinobacteria","med","level1","Carbohydrates","FIG00001457","PTS system, galactitol-specific IIB component (EC 2.7.1.69)",0.121420378581147
"36","actinobacteria","med","level1","Carbohydrates","FIG00004715","PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)",0.167875296348218
"37","actinobacteria","med","level1","Carbohydrates","FIG00003655","PTS system, lactose-specific IIA component (EC 2.7.1.69)",0.216932923713642
"38","actinobacteria","med","level1","Carbohydrates","FIG00002159","PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)",0.148555305310639
"39","actinobacteria","med","level1","Carbohydrates","FIG00181043","Pullulanase (EC 3.2.1.41)",0.117714325508938
"40","actinobacteria","med","level1","Carbohydrates","FIG01955841","related to 6-phospho-3-hexuloisomerase",0.790576794950816
"41","actinobacteria","med","level1","Carbohydrates","FIG01322883","rhamnogalacturonan acetylesterase",0.7689844471416
"42","actinobacteria","med","level1","Carbohydrates","FIG00130805","Ribitol/Xylitol/Arabitol transporter, MFS superfamily",0.0432140609327176
"43","actinobacteria","med","level1","Carbohydrates","FIG00003530","Sucrose operon repressor ScrR, LacI family",0.0574440959717785
"44","actinobacteria","med","level1","Carbohydrates","FIG00020533","Sucrose permease, major facilitator superfamily",0.0714014228453733
"45","actinobacteria","med","level1","Carbohydrates","FIG00534821","Tagatose-1-phosphate kinase TagK",0.251877076558809
"46","actinobacteria","med","level1","Carbohydrates","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"47","actinobacteria","med","level1","Carbohydrates","FIG00005378","Transcriptional repressor of the lac operon",0.22727997452958
"48","actinobacteria","med","level1","Carbohydrates","FIG01259203","Trehalose operon transcriptional repressor",0.201607641820806
"49","actinobacteria","med","level1","Carbohydrates","FIG00013923","Xylanase",0.177244314728535
"50","actinobacteria","med","level1","Carbohydrates","FIG00520304","Xylitol dehydrogenase (EC 1.1.1.9)",0.226918244103078
"51","actinobacteria","med","level1","Virulence, Disease and Defense","FIG00028865","ABC transporter, ATP-binding protein Vex2",0.134898617390609
"52","actinobacteria","med","level1","Virulence, Disease and Defense","FIG00026595","ABC transporter membrane-spanning permease, Pep export, Vex3",0.322119458984568
"53","actinobacteria","med","level1","Virulence, Disease and Defense","FIG00589406","Amino-acid ABC transporter ATP-binding protein PebC",0.217982001329706
"54","actinobacteria","med","level1","Virulence, Disease and Defense","FIG00945464","CAMP factor",0.144201779233702
"55","actinobacteria","med","level1","Virulence, Disease and Defense","FIG00033787","Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family",0.46571667282724
"56","actinobacteria","med","level1","Virulence, Disease and Defense","FIG01409860","Cobalt-zinc-cadmium resistance protein",0.168143014708426
"57","actinobacteria","med","level1","Virulence, Disease and Defense","FIG01291525","Fibronectin-binding protein",0.253881984694771
"58","actinobacteria","med","level1","Virulence, Disease and Defense","FIG00340352","Heavy metal-(Cd/Co/Hg/Pb/Zn)-translocating P-type ATPase:Heavy metal translocating P-type ATPase",0.32691156661348
"59","actinobacteria","med","level1","Virulence, Disease and Defense","FIG00001179","Macrolide-specific efflux protein MacA",0.145069917795365
"60","actinobacteria","med","level1","Virulence, Disease and Defense","FIG00049959","Negative regulator of beta-lactamase expression",0.1091255358295
"61","actinobacteria","med","level1","Virulence, Disease and Defense","FIG00001932","Probable Co/Zn/Cd efflux system membrane fusion protein",0.105340194116628
"62","actinobacteria","med","level1","Phages, Prophages, Transposable elements","FIG01304444","Phage capsid and scaffold",0.0805967481526026
"63","actinobacteria","med","level1","Phages, Prophages, Transposable elements","FIG00037500","Phage minor capsid protein",0.108197134365229
"64","actinobacteria","med","level2","Di- and oligosaccharides","FIG00003507","6-phospho-beta-galactosidase (EC 3.2.1.85)",0.169641019215394
"65","actinobacteria","med","level2","Di- and oligosaccharides","FIG00001011","Beta-glucoside bgl operon antiterminator, BglG family",0.0625939943446255
"66","actinobacteria","med","level2","Di- and oligosaccharides","FIG00002321","Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)",0.273977672777117
"67","actinobacteria","med","level2","Di- and oligosaccharides","FIG00002376","Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)",0.273977672777117
"68","actinobacteria","med","level2","Di- and oligosaccharides","FIG00135232","Galactose permease",0.753313131978141
"69","actinobacteria","med","level2","Di- and oligosaccharides","FIG00134202","Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)",0.804142139054501
"70","actinobacteria","med","level2","Di- and oligosaccharides","FIG00090765","Lactose and galactose permease, GPH translocator family",0.11078279758295
"71","actinobacteria","med","level2","Di- and oligosaccharides","FIG00002891","Lactose phosphotransferase system repressor",0.446403504061411
"72","actinobacteria","med","level2","Di- and oligosaccharides","FIG01591039","Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon",0.135424185744616
"73","actinobacteria","med","level2","Di- and oligosaccharides","FIG00001904","Outer surface protein of unknown function, cellobiose operon",0.136666876255259
"74","actinobacteria","med","level2","Di- and oligosaccharides","FIG00062548","Predicted beta-glucoside-regulated ABC transport system, permease component 1, COG1175",0.174433012482925
"75","actinobacteria","med","level2","Di- and oligosaccharides","FIG00066026","Predicted beta-glucoside-regulated ABC transport system, sugar binding component, COG1653",0.157305632219457
"76","actinobacteria","med","level2","Di- and oligosaccharides","FIG01257822","PTS system, diacetylchitobiose-specific IIB component (EC 2.7.1.69)",0.676512490694482
"77","actinobacteria","med","level2","Di- and oligosaccharides","FIG00003655","PTS system, lactose-specific IIA component (EC 2.7.1.69)",0.216932923713642
"78","actinobacteria","med","level2","Di- and oligosaccharides","FIG00181043","Pullulanase (EC 3.2.1.41)",0.117714325508938
"79","actinobacteria","med","level2","Di- and oligosaccharides","FIG00003530","Sucrose operon repressor ScrR, LacI family",0.0574440959717785
"80","actinobacteria","med","level2","Di- and oligosaccharides","FIG00020533","Sucrose permease, major facilitator superfamily",0.0714014228453733
"81","actinobacteria","med","level2","Di- and oligosaccharides","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"82","actinobacteria","med","level2","Di- and oligosaccharides","FIG00005378","Transcriptional repressor of the lac operon",0.22727997452958
"83","actinobacteria","med","level2","Di- and oligosaccharides","FIG01259203","Trehalose operon transcriptional repressor",0.201607641820806
"84","actinobacteria","med","level2","Monosaccharides","FIG00135459","2-ketogluconate utilization repressor PtxS",0.395903116514777
"85","actinobacteria","med","level2","Monosaccharides","FIG00037240","Alpha-N-arabinofuranosidase 2 (EC 3.2.1.55)",0.0532289594065784
"86","actinobacteria","med","level2","Monosaccharides","FIG00002890","Arabinose operon regulatory protein",0.207426957718631
"87","actinobacteria","med","level2","Monosaccharides","FIG01356109","Arabinose-proton symporter",1.56661631575082
"88","actinobacteria","med","level2","Monosaccharides","FIG01328912","dehydrogenase clustered with L-fuconate utilization genes",0.158754731741138
"89","actinobacteria","med","level2","Monosaccharides","FIG00106273","D-xylose proton-symporter XylE",0.516912677236848
"90","actinobacteria","med","level2","Monosaccharides","FIG00145126","D-xylose proton-symporter XylT",0.152338327682474
"91","actinobacteria","med","level2","Monosaccharides","FIG00004789","Glucitol operon activator protein",0.232742601055008
"92","actinobacteria","med","level2","Monosaccharides","FIG00001813","Gluconate utilization system Gnt-I transcriptional repressor",1.27760283421972
"93","actinobacteria","med","level2","Monosaccharides","FIG01320952","Glycerate kinase (EC 2.7.1.31)",0.0731127332580481
"94","actinobacteria","med","level2","Monosaccharides","FIG00139215","Hypothetical glycoside hydrolase, family 43, similar to arabinosidase",0.157720341808063
"95","actinobacteria","med","level2","Monosaccharides","FIG00003484","Lactaldehyde reductase (EC 1.1.1.77)",0.102932596983129
"96","actinobacteria","med","level2","Monosaccharides","FIG00139819","Predicted L-arabinose ABC transport system, periplasmic arabinose-binding protein",0.232277953549747
"97","actinobacteria","med","level2","Monosaccharides","FIG00001331","PTS system, galactitol-specific IIA component (EC 2.7.1.69)",0.137618306735266
"98","actinobacteria","med","level2","Monosaccharides","FIG00001457","PTS system, galactitol-specific IIB component (EC 2.7.1.69)",0.121420378581147
"99","actinobacteria","med","level2","Monosaccharides","FIG00004715","PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)",0.167875296348218
"100","actinobacteria","med","level2","Monosaccharides","FIG01322883","rhamnogalacturonan acetylesterase",0.7689844471416
"101","actinobacteria","med","level2","Monosaccharides","FIG00534821","Tagatose-1-phosphate kinase TagK",0.251877076558809
"102","actinobacteria","med","level2","Monosaccharides","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"103","actinobacteria","med","level2","Monosaccharides","FIG00013923","Xylanase",0.177244314728535
"104","actinobacteria","med","level2","Bacteriophage structural proteins","FIG01304444","Phage capsid and scaffold",0.0805967481526026
"105","actinobacteria","med","level2","Bacteriophage structural proteins","FIG00037500","Phage minor capsid protein",0.108197134365229
"106","actinobacteria","med","level3","L-Arabinose_utilization","FIG00037240","Alpha-N-arabinofuranosidase 2 (EC 3.2.1.55)",0.0532289594065784
"107","actinobacteria","med","level3","L-Arabinose_utilization","FIG00002890","Arabinose operon regulatory protein",0.207426957718631
"108","actinobacteria","med","level3","L-Arabinose_utilization","FIG01356109","Arabinose-proton symporter",1.56661631575082
"109","actinobacteria","med","level3","L-Arabinose_utilization","FIG00139215","Hypothetical glycoside hydrolase, family 43, similar to arabinosidase",0.157720341808063
"110","actinobacteria","med","level3","L-Arabinose_utilization","FIG00139819","Predicted L-arabinose ABC transport system, periplasmic arabinose-binding protein",0.232277953549747
"111","actinobacteria","med","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00003507","6-phospho-beta-galactosidase (EC 3.2.1.85)",0.169641019215394
"112","actinobacteria","med","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00002321","Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)",0.273977672777117
"113","actinobacteria","med","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00002376","Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)",0.273977672777117
"114","actinobacteria","med","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00135232","Galactose permease",0.753313131978141
"115","actinobacteria","med","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00090765","Lactose and galactose permease, GPH translocator family",0.11078279758295
"116","actinobacteria","med","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00002891","Lactose phosphotransferase system repressor",0.446403504061411
"117","actinobacteria","med","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00003655","PTS system, lactose-specific IIA component (EC 2.7.1.69)",0.216932923713642
"118","actinobacteria","med","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"119","actinobacteria","med","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00005378","Transcriptional repressor of the lac operon",0.22727997452958
"120","actinobacteria","med","level3","Beta-Glucoside_Metabolism","FIG00001011","Beta-glucoside bgl operon antiterminator, BglG family",0.0625939943446255
"121","actinobacteria","med","level3","Beta-Glucoside_Metabolism","FIG00001904","Outer surface protein of unknown function, cellobiose operon",0.136666876255259
"122","actinobacteria","med","level3","Beta-Glucoside_Metabolism","FIG00062548","Predicted beta-glucoside-regulated ABC transport system, permease component 1, COG1175",0.174433012482925
"123","actinobacteria","med","level3","Beta-Glucoside_Metabolism","FIG00066026","Predicted beta-glucoside-regulated ABC transport system, sugar binding component, COG1653",0.157305632219457
"124","actinobacteria","med","level3","Beta-Glucoside_Metabolism","FIG01257822","PTS system, diacetylchitobiose-specific IIB component (EC 2.7.1.69)",0.676512490694482
"125","actinobacteria","med","level3","D-Tagatose_and_Galactitol_Utilization","FIG00001331","PTS system, galactitol-specific IIA component (EC 2.7.1.69)",0.137618306735266
"126","actinobacteria","med","level3","D-Tagatose_and_Galactitol_Utilization","FIG00001457","PTS system, galactitol-specific IIB component (EC 2.7.1.69)",0.121420378581147
"127","actinobacteria","med","level3","D-Tagatose_and_Galactitol_Utilization","FIG00534821","Tagatose-1-phosphate kinase TagK",0.251877076558809
"128","actinobacteria","med","level3","D-Tagatose_and_Galactitol_Utilization","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"129","actinobacteria","med","level3","Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway","FIG00149107","Predicted galacto-N-biose-/lacto-N-biose I ABC transporter, periplasmic substrate-binding protein",0.0627884810531687
"130","actinobacteria","med","level3","Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway","FIG00088103","Predicted galacto-N-biose-/lacto-N-biose I ABC transporter, permease component 1",0.0617065834965766
"131","actinobacteria","med","level3","Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway","FIG00105281","Predicted galacto-N-biose-/lacto-N-biose I ABC transporter, permease component 2",0.0619226497139956
"132","actinobacteria","strong","level1","Carbohydrates","FIG00135459","2-ketogluconate utilization repressor PtxS",0.395903116514777
"133","actinobacteria","strong","level1","Carbohydrates","FIG00002890","Arabinose operon regulatory protein",0.207426957718631
"134","actinobacteria","strong","level1","Carbohydrates","FIG01356109","Arabinose-proton symporter",1.56661631575082
"135","actinobacteria","strong","level1","Carbohydrates","FIG00146581","Beta-galactosidase 3",0.220247023588085
"136","actinobacteria","strong","level1","Carbohydrates","FIG00001011","Beta-glucoside bgl operon antiterminator, BglG family",0.0625939943446255
"137","actinobacteria","strong","level1","Carbohydrates","FIG00003605","CoA-acylating propionaldehyde dehydrogenase",0.151236908204516
"138","actinobacteria","strong","level1","Carbohydrates","FIG01328912","dehydrogenase clustered with L-fuconate utilization genes",0.158754731741138
"139","actinobacteria","strong","level1","Carbohydrates","FIG00106273","D-xylose proton-symporter XylE",0.516912677236848
"140","actinobacteria","strong","level1","Carbohydrates","FIG00145126","D-xylose proton-symporter XylT",0.152338327682474
"141","actinobacteria","strong","level1","Carbohydrates","FIG00002321","Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)",0.273977672777117
"142","actinobacteria","strong","level1","Carbohydrates","FIG00002376","Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)",0.273977672777117
"143","actinobacteria","strong","level1","Carbohydrates","FIG00135232","Galactose permease",0.753313131978141
"144","actinobacteria","strong","level1","Carbohydrates","FIG00134202","Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)",0.804142139054501
"145","actinobacteria","strong","level1","Carbohydrates","FIG00004789","Glucitol operon activator protein",0.232742601055008
"146","actinobacteria","strong","level1","Carbohydrates","FIG00001813","Gluconate utilization system Gnt-I transcriptional repressor",1.27760283421972
"147","actinobacteria","strong","level1","Carbohydrates","FIG01320952","Glycerate kinase (EC 2.7.1.31)",0.0731127332580481
"148","actinobacteria","strong","level1","Carbohydrates","FIG00139215","Hypothetical glycoside hydrolase, family 43, similar to arabinosidase",0.157720341808063
"149","actinobacteria","strong","level1","Carbohydrates","FIG00003484","Lactaldehyde reductase (EC 1.1.1.77)",0.102932596983129
"150","actinobacteria","strong","level1","Carbohydrates","FIG00090765","Lactose and galactose permease, GPH translocator family",0.11078279758295
"151","actinobacteria","strong","level1","Carbohydrates","FIG00002891","Lactose phosphotransferase system repressor",0.446403504061411
"152","actinobacteria","strong","level1","Carbohydrates","FIG01591039","Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon",0.135424185744616
"153","actinobacteria","strong","level1","Carbohydrates","FIG01305829","N-Acetyl-D-glucosamine permease 2, possible",0.146078004097902
"154","actinobacteria","strong","level1","Carbohydrates","FIG00062548","Predicted beta-glucoside-regulated ABC transport system, permease component 1, COG1175",0.174433012482925
"155","actinobacteria","strong","level1","Carbohydrates","FIG00066026","Predicted beta-glucoside-regulated ABC transport system, sugar binding component, COG1653",0.157305632219457
"156","actinobacteria","strong","level1","Carbohydrates","FIG00139819","Predicted L-arabinose ABC transport system, periplasmic arabinose-binding protein",0.232277953549747
"157","actinobacteria","strong","level1","Carbohydrates","FIG01257822","PTS system, diacetylchitobiose-specific IIB component (EC 2.7.1.69)",0.676512490694482
"158","actinobacteria","strong","level1","Carbohydrates","FIG00001331","PTS system, galactitol-specific IIA component (EC 2.7.1.69)",0.137618306735266
"159","actinobacteria","strong","level1","Carbohydrates","FIG00001457","PTS system, galactitol-specific IIB component (EC 2.7.1.69)",0.121420378581147
"160","actinobacteria","strong","level1","Carbohydrates","FIG00004715","PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)",0.167875296348218
"161","actinobacteria","strong","level1","Carbohydrates","FIG00003655","PTS system, lactose-specific IIA component (EC 2.7.1.69)",0.216932923713642
"162","actinobacteria","strong","level1","Carbohydrates","FIG00002159","PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)",0.148555305310639
"163","actinobacteria","strong","level1","Carbohydrates","FIG00181043","Pullulanase (EC 3.2.1.41)",0.117714325508938
"164","actinobacteria","strong","level1","Carbohydrates","FIG01955841","related to 6-phospho-3-hexuloisomerase",0.790576794950816
"165","actinobacteria","strong","level1","Carbohydrates","FIG01322883","rhamnogalacturonan acetylesterase",0.7689844471416
"166","actinobacteria","strong","level1","Carbohydrates","FIG00020533","Sucrose permease, major facilitator superfamily",0.0714014228453733
"167","actinobacteria","strong","level1","Carbohydrates","FIG00534821","Tagatose-1-phosphate kinase TagK",0.251877076558809
"168","actinobacteria","strong","level1","Carbohydrates","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"169","actinobacteria","strong","level1","Carbohydrates","FIG00005378","Transcriptional repressor of the lac operon",0.22727997452958
"170","actinobacteria","strong","level1","Carbohydrates","FIG01259203","Trehalose operon transcriptional repressor",0.201607641820806
"171","actinobacteria","strong","level1","Carbohydrates","FIG00013923","Xylanase",0.177244314728535
"172","actinobacteria","strong","level1","Carbohydrates","FIG00520304","Xylitol dehydrogenase (EC 1.1.1.9)",0.226918244103078
"173","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG00028865","ABC transporter, ATP-binding protein Vex2",0.134898617390609
"174","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG00026595","ABC transporter membrane-spanning permease, Pep export, Vex3",0.322119458984568
"175","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG00589406","Amino-acid ABC transporter ATP-binding protein PebC",0.217982001329706
"176","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG00033787","Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family",0.46571667282724
"177","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG01409860","Cobalt-zinc-cadmium resistance protein",0.168143014708426
"178","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG01291525","Fibronectin-binding protein",0.253881984694771
"179","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG00340352","Heavy metal-(Cd/Co/Hg/Pb/Zn)-translocating P-type ATPase:Heavy metal translocating P-type ATPase",0.32691156661348
"180","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG00001179","Macrolide-specific efflux protein MacA",0.145069917795365
"181","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG00049959","Negative regulator of beta-lactamase expression",0.1091255358295
"182","actinobacteria","strong","level1","Virulence, Disease and Defense","FIG00001932","Probable Co/Zn/Cd efflux system membrane fusion protein",0.105340194116628
"183","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00001011","Beta-glucoside bgl operon antiterminator, BglG family",0.0625939943446255
"184","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00002321","Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)",0.273977672777117
"185","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00002376","Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)",0.273977672777117
"186","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00135232","Galactose permease",0.753313131978141
"187","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00134202","Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)",0.804142139054501
"188","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00090765","Lactose and galactose permease, GPH translocator family",0.11078279758295
"189","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00002891","Lactose phosphotransferase system repressor",0.446403504061411
"190","actinobacteria","strong","level2","Di- and oligosaccharides","FIG01591039","Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon",0.135424185744616
"191","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00062548","Predicted beta-glucoside-regulated ABC transport system, permease component 1, COG1175",0.174433012482925
"192","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00066026","Predicted beta-glucoside-regulated ABC transport system, sugar binding component, COG1653",0.157305632219457
"193","actinobacteria","strong","level2","Di- and oligosaccharides","FIG01257822","PTS system, diacetylchitobiose-specific IIB component (EC 2.7.1.69)",0.676512490694482
"194","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00003655","PTS system, lactose-specific IIA component (EC 2.7.1.69)",0.216932923713642
"195","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00181043","Pullulanase (EC 3.2.1.41)",0.117714325508938
"196","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00020533","Sucrose permease, major facilitator superfamily",0.0714014228453733
"197","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"198","actinobacteria","strong","level2","Di- and oligosaccharides","FIG00005378","Transcriptional repressor of the lac operon",0.22727997452958
"199","actinobacteria","strong","level2","Di- and oligosaccharides","FIG01259203","Trehalose operon transcriptional repressor",0.201607641820806
"200","actinobacteria","strong","level2","Monosaccharides","FIG00135459","2-ketogluconate utilization repressor PtxS",0.395903116514777
"201","actinobacteria","strong","level2","Monosaccharides","FIG00002890","Arabinose operon regulatory protein",0.207426957718631
"202","actinobacteria","strong","level2","Monosaccharides","FIG01356109","Arabinose-proton symporter",1.56661631575082
"203","actinobacteria","strong","level2","Monosaccharides","FIG01328912","dehydrogenase clustered with L-fuconate utilization genes",0.158754731741138
"204","actinobacteria","strong","level2","Monosaccharides","FIG00106273","D-xylose proton-symporter XylE",0.516912677236848
"205","actinobacteria","strong","level2","Monosaccharides","FIG00145126","D-xylose proton-symporter XylT",0.152338327682474
"206","actinobacteria","strong","level2","Monosaccharides","FIG00004789","Glucitol operon activator protein",0.232742601055008
"207","actinobacteria","strong","level2","Monosaccharides","FIG00001813","Gluconate utilization system Gnt-I transcriptional repressor",1.27760283421972
"208","actinobacteria","strong","level2","Monosaccharides","FIG01320952","Glycerate kinase (EC 2.7.1.31)",0.0731127332580481
"209","actinobacteria","strong","level2","Monosaccharides","FIG00139215","Hypothetical glycoside hydrolase, family 43, similar to arabinosidase",0.157720341808063
"210","actinobacteria","strong","level2","Monosaccharides","FIG00003484","Lactaldehyde reductase (EC 1.1.1.77)",0.102932596983129
"211","actinobacteria","strong","level2","Monosaccharides","FIG00139819","Predicted L-arabinose ABC transport system, periplasmic arabinose-binding protein",0.232277953549747
"212","actinobacteria","strong","level2","Monosaccharides","FIG00001331","PTS system, galactitol-specific IIA component (EC 2.7.1.69)",0.137618306735266
"213","actinobacteria","strong","level2","Monosaccharides","FIG00001457","PTS system, galactitol-specific IIB component (EC 2.7.1.69)",0.121420378581147
